i, char value, unsigned char, short, unsigned short
51955,-13,243,-13581,51955
51956,-12,244,-13580,51956
51957,-11,245,-13579,51957
51958,-10,246,-13578,51958
51959,-9,247,-13577,51959
51960,-8,248,-13576,51960
51961,-7,249,-13575,51961
51962,-6,250,-13574,51962
51963,-5,251,-13573,51963
51964,-4,252,-13572,51964
51965,-3,253,-13571,51965
51966,-2,254,-13570,51966
51967,-1,255,-13569,51967
51968,0,0,-13568,51968
51969,1,1,-13567,51969
51970,2,2,-13566,51970
51971,3,3,-13565,51971
51972,4,4,-13564,51972
51973,5,5,-13563,51973
51974,6,6,-13562,51974
51975,7,7,-13561,51975
51976,8,8,-13560,51976
51977,9,9,-13559,51977
51978,10,10,-13558,51978
51979,11,11,-13557,51979
51980,12,12,-13556,51980
51981,13,13,-13555,51981
51982,14,14,-13554,51982
51983,15,15,-13553,51983
51984,16,16,-13552,51984
51985,17,17,-13551,51985
51986,18,18,-13550,51986
51987,19,19,-13549,51987
51988,20,20,-13548,51988
51989,21,21,-13547,51989
51990,22,22,-13546,51990
51991,23,23,-13545,51991
51992,24,24,-13544,51992
51993,25,25,-13543,51993
51994,26,26,-13542,51994
51995,27,27,-13541,51995
51996,28,28,-13540,51996
51997,29,29,-13539,51997
51998,30,30,-13538,51998
51999,31,31,-13537,51999
52000,32,32,-13536,52000
52001,33,33,-13535,52001
52002,34,34,-13534,52002
52003,35,35,-13533,52003
52004,36,36,-13532,52004
52005,37,37,-13531,52005
52006,38,38,-13530,52006
52007,39,39,-13529,52007
52008,40,40,-13528,52008
52009,41,41,-13527,52009
52010,42,42,-13526,52010
52011,43,43,-13525,52011
52012,44,44,-13524,52012
52013,45,45,-13523,52013
52014,46,46,-13522,52014
52015,47,47,-13521,52015
52016,48,48,-13520,52016
52017,49,49,-13519,52017
52018,50,50,-13518,52018
52019,51,51,-13517,52019
52020,52,52,-13516,52020
52021,53,53,-13515,52021
52022,54,54,-13514,52022
52023,55,55,-13513,52023
52024,56,56,-13512,52024
52025,57,57,-13511,52025
52026,58,58,-13510,52026
52027,59,59,-13509,52027
52028,60,60,-13508,52028
52029,61,61,-13507,52029
52030,62,62,-13506,52030
52031,63,63,-13505,52031
52032,64,64,-13504,52032
52033,65,65,-13503,52033
52034,66,66,-13502,52034
52035,67,67,-13501,52035
52036,68,68,-13500,52036
52037,69,69,-13499,52037
52038,70,70,-13498,52038
52039,71,71,-13497,52039
52040,72,72,-13496,52040
52041,73,73,-13495,52041
52042,74,74,-13494,52042
52043,75,75,-13493,52043
52044,76,76,-13492,52044
52045,77,77,-13491,52045
52046,78,78,-13490,52046
52047,79,79,-13489,52047
52048,80,80,-13488,52048
52049,81,81,-13487,52049
52050,82,82,-13486,52050
52051,83,83,-13485,52051
52052,84,84,-13484,52052
52053,85,85,-13483,52053
52054,86,86,-13482,52054
52055,87,87,-13481,52055
52056,88,88,-13480,52056
52057,89,89,-13479,52057
52058,90,90,-13478,52058
52059,91,91,-13477,52059
52060,92,92,-13476,52060
52061,93,93,-13475,52061
52062,94,94,-13474,52062
52063,95,95,-13473,52063
52064,96,96,-13472,52064
52065,97,97,-13471,52065
52066,98,98,-13470,52066
52067,99,99,-13469,52067
52068,100,100,-13468,52068
52069,101,101,-13467,52069
52070,102,102,-13466,52070
52071,103,103,-13465,52071
52072,104,104,-13464,52072
52073,105,105,-13463,52073
52074,106,106,-13462,52074
52075,107,107,-13461,52075
52076,108,108,-13460,52076
52077,109,109,-13459,52077
52078,110,110,-13458,52078
52079,111,111,-13457,52079
52080,112,112,-13456,52080
52081,113,113,-13455,52081
52082,114,114,-13454,52082
52083,115,115,-13453,52083
52084,116,116,-13452,52084
52085,117,117,-13451,52085
52086,118,118,-13450,52086
52087,119,119,-13449,52087
52088,120,120,-13448,52088
52089,121,121,-13447,52089
52090,122,122,-13446,52090
52091,123,123,-13445,52091
52092,124,124,-13444,52092
52093,125,125,-13443,52093
52094,126,126,-13442,52094
52095,127,127,-13441,52095
52096,-128,128,-13440,52096
52097,-127,129,-13439,52097
52098,-126,130,-13438,52098
52099,-125,131,-13437,52099
52100,-124,132,-13436,52100
52101,-123,133,-13435,52101
52102,-122,134,-13434,52102
52103,-121,135,-13433,52103
52104,-120,136,-13432,52104
52105,-119,137,-13431,52105
52106,-118,138,-13430,52106
52107,-117,139,-13429,52107
52108,-116,140,-13428,52108
52109,-115,141,-13427,52109
52110,-114,142,-13426,52110
52111,-113,143,-13425,52111
52112,-112,144,-13424,52112
52113,-111,145,-13423,52113
52114,-110,146,-13422,52114
52115,-109,147,-13421,52115
52116,-108,148,-13420,52116
52117,-107,149,-13419,52117
52118,-106,150,-13418,52118
52119,-105,151,-13417,52119
52120,-104,152,-13416,52120
52121,-103,153,-13415,52121
52122,-102,154,-13414,52122
52123,-101,155,-13413,52123
52124,-100,156,-13412,52124
52125,-99,157,-13411,52125
52126,-98,158,-13410,52126
52127,-97,159,-13409,52127
52128,-96,160,-13408,52128
52129,-95,161,-13407,52129
52130,-94,162,-13406,52130
52131,-93,163,-13405,52131
52132,-92,164,-13404,52132
52133,-91,165,-13403,52133
52134,-90,166,-13402,52134
52135,-89,167,-13401,52135
52136,-88,168,-13400,52136
52137,-87,169,-13399,52137
52138,-86,170,-13398,52138
52139,-85,171,-13397,52139
52140,-84,172,-13396,52140
52141,-83,173,-13395,52141
52142,-82,174,-13394,52142
52143,-81,175,-13393,52143
52144,-80,176,-13392,52144
52145,-79,177,-13391,52145
52146,-78,178,-13390,52146
52147,-77,179,-13389,52147
52148,-76,180,-13388,52148
52149,-75,181,-13387,52149
52150,-74,182,-13386,52150
52151,-73,183,-13385,52151
52152,-72,184,-13384,52152
52153,-71,185,-13383,52153
52154,-70,186,-13382,52154
52155,-69,187,-13381,52155
52156,-68,188,-13380,52156
52157,-67,189,-13379,52157
52158,-66,190,-13378,52158
52159,-65,191,-13377,52159
52160,-64,192,-13376,52160
52161,-63,193,-13375,52161
52162,-62,194,-13374,52162
52163,-61,195,-13373,52163
52164,-60,196,-13372,52164
52165,-59,197,-13371,52165
52166,-58,198,-13370,52166
52167,-57,199,-13369,52167
52168,-56,200,-13368,52168
52169,-55,201,-13367,52169
52170,-54,202,-13366,52170
52171,-53,203,-13365,52171
52172,-52,204,-13364,52172
52173,-51,205,-13363,52173
52174,-50,206,-13362,52174
52175,-49,207,-13361,52175
52176,-48,208,-13360,52176
52177,-47,209,-13359,52177
52178,-46,210,-13358,52178
52179,-45,211,-13357,52179
52180,-44,212,-13356,52180
52181,-43,213,-13355,52181
52182,-42,214,-13354,52182
52183,-41,215,-13353,52183
52184,-40,216,-13352,52184
52185,-39,217,-13351,52185
52186,-38,218,-13350,52186
52187,-37,219,-13349,52187
52188,-36,220,-13348,52188
52189,-35,221,-13347,52189
52190,-34,222,-13346,52190
52191,-33,223,-13345,52191
52192,-32,224,-13344,52192
52193,-31,225,-13343,52193
52194,-30,226,-13342,52194
52195,-29,227,-13341,52195
52196,-28,228,-13340,52196
52197,-27,229,-13339,52197
52198,-26,230,-13338,52198
52199,-25,231,-13337,52199
52200,-24,232,-13336,52200
52201,-23,233,-13335,52201
52202,-22,234,-13334,52202
52203,-21,235,-13333,52203
52204,-20,236,-13332,52204
52205,-19,237,-13331,52205
52206,-18,238,-13330,52206
52207,-17,239,-13329,52207
52208,-16,240,-13328,52208
52209,-15,241,-13327,52209
52210,-14,242,-13326,52210
52211,-13,243,-13325,52211
52212,-12,244,-13324,52212
52213,-11,245,-13323,52213
52214,-10,246,-13322,52214
52215,-9,247,-13321,52215
52216,-8,248,-13320,52216
52217,-7,249,-13319,52217
52218,-6,250,-13318,52218
52219,-5,251,-13317,52219
52220,-4,252,-13316,52220
52221,-3,253,-13315,52221
52222,-2,254,-13314,52222
52223,-1,255,-13313,52223
52224,0,0,-13312,52224
52225,1,1,-13311,52225
52226,2,2,-13310,52226
52227,3,3,-13309,52227
52228,4,4,-13308,52228
52229,5,5,-13307,52229
52230,6,6,-13306,52230
52231,7,7,-13305,52231
52232,8,8,-13304,52232
52233,9,9,-13303,52233
52234,10,10,-13302,52234
52235,11,11,-13301,52235
52236,12,12,-13300,52236
52237,13,13,-13299,52237
52238,14,14,-13298,52238
52239,15,15,-13297,52239
52240,16,16,-13296,52240
52241,17,17,-13295,52241
52242,18,18,-13294,52242
52243,19,19,-13293,52243
52244,20,20,-13292,52244
52245,21,21,-13291,52245
52246,22,22,-13290,52246
52247,23,23,-13289,52247
52248,24,24,-13288,52248
52249,25,25,-13287,52249
52250,26,26,-13286,52250
52251,27,27,-13285,52251
52252,28,28,-13284,52252
52253,29,29,-13283,52253
52254,30,30,-13282,52254
52255,31,31,-13281,52255
52256,32,32,-13280,52256
52257,33,33,-13279,52257
52258,34,34,-13278,52258
52259,35,35,-13277,52259
52260,36,36,-13276,52260
52261,37,37,-13275,52261
52262,38,38,-13274,52262
52263,39,39,-13273,52263
52264,40,40,-13272,52264
52265,41,41,-13271,52265
52266,42,42,-13270,52266
52267,43,43,-13269,52267
52268,44,44,-13268,52268
52269,45,45,-13267,52269
52270,46,46,-13266,52270
52271,47,47,-13265,52271
52272,48,48,-13264,52272
52273,49,49,-13263,52273
52274,50,50,-13262,52274
52275,51,51,-13261,52275
52276,52,52,-13260,52276
52277,53,53,-13259,52277
52278,54,54,-13258,52278
52279,55,55,-13257,52279
52280,56,56,-13256,52280
52281,57,57,-13255,52281
52282,58,58,-13254,52282
52283,59,59,-13253,52283
52284,60,60,-13252,52284
52285,61,61,-13251,52285
52286,62,62,-13250,52286
52287,63,63,-13249,52287
52288,64,64,-13248,52288
52289,65,65,-13247,52289
52290,66,66,-13246,52290
52291,67,67,-13245,52291
52292,68,68,-13244,52292
52293,69,69,-13243,52293
52294,70,70,-13242,52294
52295,71,71,-13241,52295
52296,72,72,-13240,52296
52297,73,73,-13239,52297
52298,74,74,-13238,52298
52299,75,75,-13237,52299
52300,76,76,-13236,52300
52301,77,77,-13235,52301
52302,78,78,-13234,52302
52303,79,79,-13233,52303
52304,80,80,-13232,52304
52305,81,81,-13231,52305
52306,82,82,-13230,52306
52307,83,83,-13229,52307
52308,84,84,-13228,52308
52309,85,85,-13227,52309
52310,86,86,-13226,52310
52311,87,87,-13225,52311
52312,88,88,-13224,52312
52313,89,89,-13223,52313
52314,90,90,-13222,52314
52315,91,91,-13221,52315
52316,92,92,-13220,52316
52317,93,93,-13219,52317
52318,94,94,-13218,52318
52319,95,95,-13217,52319
52320,96,96,-13216,52320
52321,97,97,-13215,52321
52322,98,98,-13214,52322
52323,99,99,-13213,52323
52324,100,100,-13212,52324
52325,101,101,-13211,52325
52326,102,102,-13210,52326
52327,103,103,-13209,52327
52328,104,104,-13208,52328
52329,105,105,-13207,52329
52330,106,106,-13206,52330
52331,107,107,-13205,52331
52332,108,108,-13204,52332
52333,109,109,-13203,52333
52334,110,110,-13202,52334
52335,111,111,-13201,52335
52336,112,112,-13200,52336
52337,113,113,-13199,52337
52338,114,114,-13198,52338
52339,115,115,-13197,52339
52340,116,116,-13196,52340
52341,117,117,-13195,52341
52342,118,118,-13194,52342
52343,119,119,-13193,52343
52344,120,120,-13192,52344
52345,121,121,-13191,52345
52346,122,122,-13190,52346
52347,123,123,-13189,52347
52348,124,124,-13188,52348
52349,125,125,-13187,52349
52350,126,126,-13186,52350
52351,127,127,-13185,52351
52352,-128,128,-13184,52352
52353,-127,129,-13183,52353
52354,-126,130,-13182,52354
52355,-125,131,-13181,52355
52356,-124,132,-13180,52356
52357,-123,133,-13179,52357
52358,-122,134,-13178,52358
52359,-121,135,-13177,52359
52360,-120,136,-13176,52360
52361,-119,137,-13175,52361
52362,-118,138,-13174,52362
52363,-117,139,-13173,52363
52364,-116,140,-13172,52364
52365,-115,141,-13171,52365
52366,-114,142,-13170,52366
52367,-113,143,-13169,52367
52368,-112,144,-13168,52368
52369,-111,145,-13167,52369
52370,-110,146,-13166,52370
52371,-109,147,-13165,52371
52372,-108,148,-13164,52372
52373,-107,149,-13163,52373
52374,-106,150,-13162,52374
52375,-105,151,-13161,52375
52376,-104,152,-13160,52376
52377,-103,153,-13159,52377
52378,-102,154,-13158,52378
52379,-101,155,-13157,52379
52380,-100,156,-13156,52380
52381,-99,157,-13155,52381
52382,-98,158,-13154,52382
52383,-97,159,-13153,52383
52384,-96,160,-13152,52384
52385,-95,161,-13151,52385
52386,-94,162,-13150,52386
52387,-93,163,-13149,52387
52388,-92,164,-13148,52388
52389,-91,165,-13147,52389
52390,-90,166,-13146,52390
52391,-89,167,-13145,52391
52392,-88,168,-13144,52392
52393,-87,169,-13143,52393
52394,-86,170,-13142,52394
52395,-85,171,-13141,52395
52396,-84,172,-13140,52396
52397,-83,173,-13139,52397
52398,-82,174,-13138,52398
52399,-81,175,-13137,52399
52400,-80,176,-13136,52400
52401,-79,177,-13135,52401
52402,-78,178,-13134,52402
52403,-77,179,-13133,52403
52404,-76,180,-13132,52404
52405,-75,181,-13131,52405
52406,-74,182,-13130,52406
52407,-73,183,-13129,52407
52408,-72,184,-13128,52408
52409,-71,185,-13127,52409
52410,-70,186,-13126,52410
52411,-69,187,-13125,52411
52412,-68,188,-13124,52412
52413,-67,189,-13123,52413
52414,-66,190,-13122,52414
52415,-65,191,-13121,52415
52416,-64,192,-13120,52416
52417,-63,193,-13119,52417
52418,-62,194,-13118,52418
52419,-61,195,-13117,52419
52420,-60,196,-13116,52420
52421,-59,197,-13115,52421
52422,-58,198,-13114,52422
52423,-57,199,-13113,52423
52424,-56,200,-13112,52424
52425,-55,201,-13111,52425
52426,-54,202,-13110,52426
52427,-53,203,-13109,52427
52428,-52,204,-13108,52428
52429,-51,205,-13107,52429
52430,-50,206,-13106,52430
52431,-49,207,-13105,52431
52432,-48,208,-13104,52432
52433,-47,209,-13103,52433
52434,-46,210,-13102,52434
52435,-45,211,-13101,52435
52436,-44,212,-13100,52436
52437,-43,213,-13099,52437
52438,-42,214,-13098,52438
52439,-41,215,-13097,52439
52440,-40,216,-13096,52440
52441,-39,217,-13095,52441
52442,-38,218,-13094,52442
52443,-37,219,-13093,52443
52444,-36,220,-13092,52444
52445,-35,221,-13091,52445
52446,-34,222,-13090,52446
52447,-33,223,-13089,52447
52448,-32,224,-13088,52448
52449,-31,225,-13087,52449
52450,-30,226,-13086,52450
52451,-29,227,-13085,52451
52452,-28,228,-13084,52452
52453,-27,229,-13083,52453
52454,-26,230,-13082,52454
52455,-25,231,-13081,52455
52456,-24,232,-13080,52456
52457,-23,233,-13079,52457
52458,-22,234,-13078,52458
52459,-21,235,-13077,52459
52460,-20,236,-13076,52460
52461,-19,237,-13075,52461
52462,-18,238,-13074,52462
52463,-17,239,-13073,52463
52464,-16,240,-13072,52464
52465,-15,241,-13071,52465
52466,-14,242,-13070,52466
52467,-13,243,-13069,52467
52468,-12,244,-13068,52468
52469,-11,245,-13067,52469
52470,-10,246,-13066,52470
52471,-9,247,-13065,52471
52472,-8,248,-13064,52472
52473,-7,249,-13063,52473
52474,-6,250,-13062,52474
52475,-5,251,-13061,52475
52476,-4,252,-13060,52476
52477,-3,253,-13059,52477
52478,-2,254,-13058,52478
52479,-1,255,-13057,52479
52480,0,0,-13056,52480
52481,1,1,-13055,52481
52482,2,2,-13054,52482
52483,3,3,-13053,52483
52484,4,4,-13052,52484
52485,5,5,-13051,52485
52486,6,6,-13050,52486
52487,7,7,-13049,52487
52488,8,8,-13048,52488
52489,9,9,-13047,52489
52490,10,10,-13046,52490
52491,11,11,-13045,52491
52492,12,12,-13044,52492
52493,13,13,-13043,52493
52494,14,14,-13042,52494
52495,15,15,-13041,52495
52496,16,16,-13040,52496
52497,17,17,-13039,52497
52498,18,18,-13038,52498
52499,19,19,-13037,52499
52500,20,20,-13036,52500
52501,21,21,-13035,52501
52502,22,22,-13034,52502
52503,23,23,-13033,52503
52504,24,24,-13032,52504
52505,25,25,-13031,52505
52506,26,26,-13030,52506
52507,27,27,-13029,52507
52508,28,28,-13028,52508
52509,29,29,-13027,52509
52510,30,30,-13026,52510
52511,31,31,-13025,52511
52512,32,32,-13024,52512
52513,33,33,-13023,52513
52514,34,34,-13022,52514
52515,35,35,-13021,52515
52516,36,36,-13020,52516
52517,37,37,-13019,52517
52518,38,38,-13018,52518
52519,39,39,-13017,52519
52520,40,40,-13016,52520
52521,41,41,-13015,52521
52522,42,42,-13014,52522
52523,43,43,-13013,52523
52524,44,44,-13012,52524
52525,45,45,-13011,52525
52526,46,46,-13010,52526
52527,47,47,-13009,52527
52528,48,48,-13008,52528
52529,49,49,-13007,52529
52530,50,50,-13006,52530
52531,51,51,-13005,52531
52532,52,52,-13004,52532
52533,53,53,-13003,52533
52534,54,54,-13002,52534
52535,55,55,-13001,52535
52536,56,56,-13000,52536
52537,57,57,-12999,52537
52538,58,58,-12998,52538
52539,59,59,-12997,52539
52540,60,60,-12996,52540
52541,61,61,-12995,52541
52542,62,62,-12994,52542
52543,63,63,-12993,52543
52544,64,64,-12992,52544
52545,65,65,-12991,52545
52546,66,66,-12990,52546
52547,67,67,-12989,52547
52548,68,68,-12988,52548
52549,69,69,-12987,52549
52550,70,70,-12986,52550
52551,71,71,-12985,52551
52552,72,72,-12984,52552
52553,73,73,-12983,52553
52554,74,74,-12982,52554
52555,75,75,-12981,52555
52556,76,76,-12980,52556
52557,77,77,-12979,52557
52558,78,78,-12978,52558
52559,79,79,-12977,52559
52560,80,80,-12976,52560
52561,81,81,-12975,52561
52562,82,82,-12974,52562
52563,83,83,-12973,52563
52564,84,84,-12972,52564
52565,85,85,-12971,52565
52566,86,86,-12970,52566
52567,87,87,-12969,52567
52568,88,88,-12968,52568
52569,89,89,-12967,52569
52570,90,90,-12966,52570
52571,91,91,-12965,52571
52572,92,92,-12964,52572
52573,93,93,-12963,52573
52574,94,94,-12962,52574
52575,95,95,-12961,52575
52576,96,96,-12960,52576
52577,97,97,-12959,52577
52578,98,98,-12958,52578
52579,99,99,-12957,52579
52580,100,100,-12956,52580
52581,101,101,-12955,52581
52582,102,102,-12954,52582
52583,103,103,-12953,52583
52584,104,104,-12952,52584
52585,105,105,-12951,52585
52586,106,106,-12950,52586
52587,107,107,-12949,52587
52588,108,108,-12948,52588
52589,109,109,-12947,52589
52590,110,110,-12946,52590
52591,111,111,-12945,52591
52592,112,112,-12944,52592
52593,113,113,-12943,52593
52594,114,114,-12942,52594
52595,115,115,-12941,52595
52596,116,116,-12940,52596
52597,117,117,-12939,52597
52598,118,118,-12938,52598
52599,119,119,-12937,52599
52600,120,120,-12936,52600
52601,121,121,-12935,52601
52602,122,122,-12934,52602
52603,123,123,-12933,52603
52604,124,124,-12932,52604
52605,125,125,-12931,52605
52606,126,126,-12930,52606
52607,127,127,-12929,52607
52608,-128,128,-12928,52608
52609,-127,129,-12927,52609
52610,-126,130,-12926,52610
52611,-125,131,-12925,52611
52612,-124,132,-12924,52612
52613,-123,133,-12923,52613
52614,-122,134,-12922,52614
52615,-121,135,-12921,52615
52616,-120,136,-12920,52616
52617,-119,137,-12919,52617
52618,-118,138,-12918,52618
52619,-117,139,-12917,52619
52620,-116,140,-12916,52620
52621,-115,141,-12915,52621
52622,-114,142,-12914,52622
52623,-113,143,-12913,52623
52624,-112,144,-12912,52624
52625,-111,145,-12911,52625
52626,-110,146,-12910,52626
52627,-109,147,-12909,52627
52628,-108,148,-12908,52628
52629,-107,149,-12907,52629
52630,-106,150,-12906,52630
52631,-105,151,-12905,52631
52632,-104,152,-12904,52632
52633,-103,153,-12903,52633
52634,-102,154,-12902,52634
52635,-101,155,-12901,52635
52636,-100,156,-12900,52636
52637,-99,157,-12899,52637
52638,-98,158,-12898,52638
52639,-97,159,-12897,52639
52640,-96,160,-12896,52640
52641,-95,161,-12895,52641
52642,-94,162,-12894,52642
52643,-93,163,-12893,52643
52644,-92,164,-12892,52644
52645,-91,165,-12891,52645
52646,-90,166,-12890,52646
52647,-89,167,-12889,52647
52648,-88,168,-12888,52648
52649,-87,169,-12887,52649
52650,-86,170,-12886,52650
52651,-85,171,-12885,52651
52652,-84,172,-12884,52652
52653,-83,173,-12883,52653
52654,-82,174,-12882,52654
52655,-81,175,-12881,52655
52656,-80,176,-12880,52656
52657,-79,177,-12879,52657
52658,-78,178,-12878,52658
52659,-77,179,-12877,52659
52660,-76,180,-12876,52660
52661,-75,181,-12875,52661
52662,-74,182,-12874,52662
52663,-73,183,-12873,52663
52664,-72,184,-12872,52664
52665,-71,185,-12871,52665
52666,-70,186,-12870,52666
52667,-69,187,-12869,52667
52668,-68,188,-12868,52668
52669,-67,189,-12867,52669
52670,-66,190,-12866,52670
52671,-65,191,-12865,52671
52672,-64,192,-12864,52672
52673,-63,193,-12863,52673
52674,-62,194,-12862,52674
52675,-61,195,-12861,52675
52676,-60,196,-12860,52676
52677,-59,197,-12859,52677
52678,-58,198,-12858,52678
52679,-57,199,-12857,52679
52680,-56,200,-12856,52680
52681,-55,201,-12855,52681
52682,-54,202,-12854,52682
52683,-53,203,-12853,52683
52684,-52,204,-12852,52684
52685,-51,205,-12851,52685
52686,-50,206,-12850,52686
52687,-49,207,-12849,52687
52688,-48,208,-12848,52688
52689,-47,209,-12847,52689
52690,-46,210,-12846,52690
52691,-45,211,-12845,52691
52692,-44,212,-12844,52692
52693,-43,213,-12843,52693
52694,-42,214,-12842,52694
52695,-41,215,-12841,52695
52696,-40,216,-12840,52696
52697,-39,217,-12839,52697
52698,-38,218,-12838,52698
52699,-37,219,-12837,52699
52700,-36,220,-12836,52700
52701,-35,221,-12835,52701
52702,-34,222,-12834,52702
52703,-33,223,-12833,52703
52704,-32,224,-12832,52704
52705,-31,225,-12831,52705
52706,-30,226,-12830,52706
